sentence1,sentence2,label
为什么已经打过电话了还是显示等待电话审核状态呢,我之前审核的时候学历信息说错了,0
上肺陈旧性病变,上肺陈旧性病变,1
申請要很,求方法马上开通,0
你好请问下，还款有没有结清证明的,我逾期后一次性还清所有贷款，为什么征信上还没给我结清，逾期你们管理得快很，还清你们就不管理了？,0
取消业务,我要取消关注了,0
换卡了！怎么还款,4不换卡了,0
为什么不对我开放,借款要求,0
不是客户,不是受邀请客户，就不可以是吗？,0
何时会激请我？,代款需要什么要求？,0
客服,请帮我查看我刚才借贷500是否成功,0
但是借款没成功,为什么我里面还有8000借不出来了,0
不好意思，本来应该昨天还的首期，今天才还。,昨天就要还款，那今天算逾期了,0
怎么才是微粒贷邀请户呢,为什么一直不邀请我,0
为何借款还未打入账户,不知道啥时候能开通,0
金额转出怎么操作,充值,0
你好 我昨天晚上申请的没有打电话给我 今天之内一定会打吗？,人工客服,0
如何还款,每个月19日还款是吧,0
3借款期限,如借款一万分十期还清，每月应还多少？,0
通便,通便,1
一笔借款还清多久后，额度多久会恢复？,一次性还清还能再借吗,0
什么时候我能使用微信贷,什么时候可以提高借款额度？,0
可以现在给我打电话确认吗,你们客服电话号码多少,0
余额够扣款失败,为什么还没有二次扣款,0
你好，刚才错过借款确认电话了,一般提交申请后多长时间可以有人打电话审核,0
如何更快获取,入口在哪里,0
受邀了没额度是为什么,不能借款？,0
就没得这个功能得,什么时候邀我，快点回复我不想最后一个被邀约,0
我手机没有,安卓系统是不是还没开,0
咳嗽,干咳,1
你好我想问下电话大概多久会打过来,如果明天来不及还款怎么办,0
4000元分成12月总共多少钱,多久不还款怎么办,0
晕厥,晕厥,1
为什么银行卡里有钱，但还款不成功,全部还款成功后能否在借款,0
怎么手动还款,怎么查已还款多少,0
今天借了五万，下个月12日，我要还多少,一次能借多少钱,0
前列腺术后,前列腺手术,1
借款介绍,强开,0
借款期限和怎么计息的,我已经还款几个月啦,0
多久还一次本金,多少期限,0
今天借10000两天全部都还上，付息多少,今天就还款？,0
你好、请问申请借款是直接到银行账户吗,为什么我银行白户，信用卡几张，支付宝能贷款，而微信不行,0
为什么会没通过,为什么前天还可以借，今天就评估未通过,0
罚息是多少,没欠款,0
上腹痛,上腹持续性隐痛不适,1
历史还款记录,借还记录,0
定期存款银行保护协议,4#不开户就看不到定期存款，我感觉体验不好,0
髋部,髋部,1
一次性还完可以继续借吗,一次性还款怎么还,0
髌骨骨折,左髌骨骨折,1
今天逾期还款怎么办？明天可以还,如果已逾期要罚息多少:利息多少,0
我想成为微粒贷客户,安装后有微粒贷吗?,0
中午申请了借款，为何还没收到确认电话，,从新打个,0
如何申请微粒贷？,我要微粒贷资格,0
审核人员多久联系我 错过审核电话,没有人打电话啊，然后就提示有未接电话呢！啥情况,0
全部还款了才能提升额度吗？,为啥我提前还款失败，卡里有钱账号是正常的,0
我微粒贷里有额度显示，申请却不成功什么原因,为什么没通过,0
怎么获得帐号,我看不到进度,0
一千元日利息多少钱,10000一年本息还多少,0
你好刚刚电话没有听到,其他时间是否为当天再次来电?,0
10000万每月还多少,20万一年连本带利多少钱,0
1:微粒贷的关闭,取消申请审核,0
请扣钱,客服电话多少,0
5.如何提前还,我提前还款了。有收取利息吗,0
为何我的审批未获通过？,人行征信是什么意思,0
24点之后不能放款吗,一笔款还了之后没有回复额度,0
一次性借款还清，能否继续再借款,“如何提前还款”,0
我要取消微粒贷账户,我是刚申请的，现在要求取消,0
为什么我弟弟的手机微信里面没有微粒贷？,关注了这么长时间了！还是没有微粒贷。哎？,0
从什么时候开始算利息了,今天借款，什么时间之内还款不要利息,0
0《n_n)o开通微粒,为什么第一次可以借，第二次就不能借,0
没满足银行审批要求，咋回事,未满足审批 怎么办,0
为什么我还款了不能再借？我每次还款都没预期啊,借过一次，全额还款之后不能借第二次？,0
微贷啥时候能申请,We支付咋开通？,0
怎么填写工作个人资料,会不会危险,0
又额度但是在输入密码时候页面不会跳转,为什么我输入支付密码的时候短信验证不发来,0
你好！我怎么才能升额呢,是否有人工提额,0
转氨酶升高,转氨酶升高,1
我提前还款后，多长时间可以再借,可以提前还款么,0
不可以借钱啊,下个月还款额度,0
左室扩大,左室扩大,1
五点没扣款啊,到帐查旬,0
怎樣申請微粒贷？,如何开通,0
我提前还款一笔后，过几天还能申请吗,我提前还款了为什么显示的是未还,0
支持什么银行？,农行卡余额充足，怎么失败？,0
我进不了，我的微粒贷啊,换了手机微粒贷入口不见了,0
踝关节骨折,右踝关节骨折术,1
你好，你们这个借贷可以取现吗？,一次只能提现40000吗,0
下次苹果7活动什么时候,什么活动啊，网页都进不去,0
建设银行好几年了怎么没微粒呢,啥时发放资格,0
身份验证失败后第二天能不能在申请,身份验证没有啊,0
是因为财付通绑定的银行卡不一样、所以才沒这功能？,财付通绑定银行卡如何下载,0
为什么说我审批不通过,如何通过审批,0
怎么我这老显示你未或的微众银行审批,如何审批,0
从微众卡转账到广发银行的限额是多少？,基金限额说明,0
借款资金没到,放款到银行卡吗,0
它说我已经开户了，无需再开,开户后就可以申请借款吗,0
为什么无法查看额度,为什么看不到额度,0
微粒贷的日利率是固定的吗？,最低息是多少,0
未放款,赶快开通,0
一般几期才能生额度呀,/可爱/可爱我没额度啊,0
借款成功是不是直接到我绑定的银行卡吗？,微粒账号出售,0
什么借款时没有收到手机验证码,为什么确认借款后，输入了验证码后，又直接跳到了借款界面,0
请问怎么现在不能还款呢？,你好，我这个月的工资老板推到月底发，过了还款时间，现在没办法还款，怎么办？,0
我为什么没有呢？,#没有微粒贷可以申请吗,0
你好，偶尔逾期一天或者两天会不会有不良记录？,我已经按时还贷，为什么额度没有提高,0
内外部综合评分,受邀了，却评分不足,0
有保障吗,提取订单信息,0
为啥没开通,QQ钱包有微粒贷为什么借不了,0
还款期限有没有宽限期,请问，刚借的，什么时候放款？,0
安卓手机有微粒货吗？,前面手机没电,0
你好，单笔只能借4万嘛？,受邀最低能贷多少,0
信合怎么办,还没有银行卡,0
一直收不住验证码怎么回事,不知道为啥，昨天想用微粒贷借钱，短信验证码总是错误，这是为啥？,0
你好！我提交了申请，要电话确认，请问要多长时间？,为什么还不给我打电话确认,0
、怎么申请,如何办,0
如何改变还款日期,可以申请延迟还款日期嘛？,0
全额提前还清,主动提前还清款利息怎么算,0
不绑卡可以吗,审核联系绑定qq的手机号吗,0
怎么才能获取名额,借贷款没电话确认,0
未能还本金怎么收违约金？,你好信用卡可以还微粒贷吗,0
下载后不显示,APP哪儿下载,0
微信绑。怎么还在维护中。,不想用的话，解除银行卡绑定就行了吧,0
左侧臂丛神经损伤,左侧臂丛神经损伤,1
还款日是每月8日我可以在每月8日前还当月欠款吗？,问下比如我借款1000 期限5个月 我过了一星期就还款了 那利息就算7天的利息吗,0
确认电话大概等多久,怎么提额度,0
为什么手机里面没,你好平板电脑可以吗,0
分期后逾期了，结果还这样,我那个逾期了原来的建行不能自动扣除,0
主要是卡在补充身份信息这里，提示格式错误,如何补充身份信息,0
我现在已还清了吗？,还清之后还会再扣款吗？,0
为什么到现在都没钱到账,什么时候出微粒贷,0
身份信息输入错误次太多，无法申请成功,我提出申请怎么下一步拉取不了信息,0
还款日第二天还款算逾期吗,还款推迟一天怎么算利息？,0
微众怎么解绑银行卡,交易记录,0
日马来酸曲美布汀分散片,日马来酸曲美布汀分散片,1
100000每日利息是多少啊,20000分五期，现一次性还清付多少利息,0
不自动扣款,5点之前是不是自动扣款？,0
很多朋友都由额度  为什么我始终没有额度,一直都没法查看额度,0
我在输入身份证号的时候输错了 显示输错次数过多 无法借款,想问一下，因为我误爸身份证号码看成银行卡号，输入错误之后，显示不能借款，是一直都不能借了吗,0
我的借款好像没有正常扣款,怎么又扣款不成功,0
可以开结清证明么,周末可以申请结清证明吗？,0
微信号怎么没微粒,QQ借款咋还没下来,0
一般申请后多久会来电话,一般审核需要多久,0
你好，日利率0.05%，如果借款6000，那么每天利息就要300元吗？,一万块钱，一个月是多少息钱？,0
你们多久才打电话确定,一般审核借款要多久时间？,0
你好，我想问下，我的贷款额能一次提现出来吗？,取现要手费吗？,0
怎么关闭了我的微粒,微信注销后微粒贷不见了，怎么办,0
为什么我的身份验证不了,验证身份需要报出身年月吗,0
qq上怎么没有微粒贷,qq微粒贷从那里进入,0
QQ十几年微粒贷都没有,微粒贷怎么没有额度,0
开通了 没有额度,'邀请我,0
多久才可以提额,增加额度不能申请吗？,0
之前微粒贷有额度的，提前还款之后不能用了,如果提前还钱的话！余下的利息就不要还了对吗,0
提前还清可以再借么,借款期内提前还的话，只要还清本金后面的利息就不用还了是吧？,0
额度是全款还完才提升的吗,我可以贷多少额度,0
“小粒”。等待电话确认大约得多,没有再次给我打电话,0
之前的推送怎么都没有了，说好的红包呢,剩余的钱怎么取出来,0
你好，我想咨询下，我的钱晚还了两天，对我的征信有没有影响,以逾期，月底资金到位，可推迟吗,0
会保证我的身份不泄露,不知怎么补充资料,0
你们可以贷款给我吗,微粒贷可以取现吗,0
AVL导联ST段抬高,AVL导联ST段抬高,1
为什么邀请我开通了微粒贷，我会没有额度,为什么这个月我还了本息1550，额度没有恢复！只能还不能借了吗。啥玩意儿,0
优惠券在哪里可以领？,7天免息券,0
人行征信不对,内外部综合评分是什么？要怎样提升？,0
我是怎么绑定卡啊,怎么更换绑定银行卡？,0
怎么才有微粒贷,微粒贷怎么贷,0
是不是有绑定银行卡到财付通就可以申请,绑定的银行卡不行吗,0
如何查询是否还款成功,如何查询个人人品,0
10000万一天是50元利息是不是,10月1号借款2000  10月 5号提前还款1000  利息如何计算？,0
其他银行卡手动还款操作,使用其他银行卡借钱怎么弄,0
都没打电话啊,什么时候审核电话会打来,0
去哪里借,W我怎么没有,0
为哪没有,则获取资格,0
为什么无法查到额度,为什么我有微米贷，怎么开通不了,0
怎么才能办理微粒贷,你不打算给我开通了是吧,0
微粒货介绍,你好我可以借钱吗？,0
能不能把我的所有账单发给我,还款,0
亲帮我开通,QQ怎么开通微粒贷,0
怎么能看到借款合同,要签订几个合同,0
苹果手机没有吗,手机上有微信还可以借？,0
到期未还怎么办,如果今天换卡审核没通过，那我就没法按时还款，会产生滞纳金么？这个是要我来承担么？,0
一次性全部还款怎么还,为什么我提前还款不了啊！,0
不停跳密码和验证码没完没了,一直显示验证码失效稍后获取,0
微粒贷借钱已关闭，如果再次需要开通,微粒贷逾期还清能恢复正常吗？,0
怎么回事？,我想借10万周转,0
子宫修复术,子宫修复术,1
微众卡怎么用,微众金购买怎么操作,0
申请借贷之后需要手机号验证码，可是我换手机号了收不到怎么办,你好，手机怎么收不到验证码的？,0
手机上信息的电话号码会泄露吗,别回信息,0
怎么借贷如何还款利率多少,请问一天的利息是2.5吗？,0
亲 ！问下 我的微信怎没微粒借款功能呢？,不能用于哪些用途,0
您好，可以更换手机号码么,为什么银行预留号码不一致,0
打我电话没接到，刚在忙,审核电话接不了，电话无法接通,0
借不了啊？有客服电话吗？,我可以打电话过来确认么,0
为什么降低额度了？,一笔钱全部还完额度会不会减少,0
我上次借了2000提前还了钱，额度也没上升,我等级那么高为什么没有额度,0
比如我借1000元，5天后全部还清，需要支付多少,用过一次还清了，不再用会受安全方面 影响吗,0
借据,没有寄账单这么一回事吧,0
先还掉,借钱分期还款账单日,0
银行卡不扣钱,是否有逾期,0
为什么有图标不能开通,^_^ 怎么开通,0
多久算一期,如何延长分期期限？,0
为啥我没微粒贷图标,入口,0
几天批复,钱打到哪,0
审核需要多长时间,需要哪些条件才能通过审核？,0
微众的官方QQ群号是多少,给我用个微信号,0
可否更改最后还款日期末,如果当天还完是不会影响的吧,0
腰椎间盘突出,腰椎间盘突出术,1
大额转账,你好！我要怎样转帐到指定微信帐户,0
不用贷款,我想取消审核,0
你好，我的农行卡出了点问题，我需要换卡，这种情况怎样处理,卡号换卡不成功,0
想要资格,入口在哪里,0
财付通怎么绑定,你好！我之前绑定微粒贷的银行卡因为卡片损坏，已换了新卡，但卡号不一样，想改绑定银行卡。,0
为什么没开放到我,微粒贷怎样申请,0
一直接不到电话；上午可能接打了几个电话,为什么没审核通过,0
帐户安全,会不会风险很大，,0
1:何时会邀请我使用微粒贷2:没有微粒贷可以申请,为什么我没是邀请,0
/发怒/发怒我要开通,我想申请,0
查看不了额度，不符合，是什么,提前还清了为什么没有额度了呢,0
当天借款，什么时间还利息低,借贷周期5期和10期利息一样吗,0
假的我微信消费5--6万也没看到把我给开通,呵呵，逐步是什么时,0
我点击了更换还款卡号怎么还没更换过来呢,还款期怎么改,0
能绑定微信,怎样绑定QQ邮箱,0
为什么一直不提额,一搬最高借款在多少,0
我微信交易额也很大啊,还是只能刷卡消费,0
开不了,开户时说对方银行验证失败,0
我可以提前还吗,不是，还款日已经确定是21日，还款方式为自动还款，请问什么时候从银行卡自动扣款,0
看不到额度如何解决,怎么开通不了？,0
一般借款多久下来,10几分钟了，没收到钱,0
如果一次还请还需还多少,如何看到还款明细,0
这有还款记录吗？,查看了，没有借款记录,0
逾期两天还款影响信用吗,为什么不扣钱,0
给我开通呀，,微粒贷可以申请吗？,0
怎么额度从16000降到5000了,如何降低额度,0
腰痛,左腰部隐痛,1
我想关闭微粒贷，需要什么,扣款银行卡，注销,0
如何修改还款卡号,开始不知道可以有二十个月还钱的，现在能改成二十个月还的吗？,0
从借款到到账要多久,一般会等多久来电确认,0
找不到,微力袋资格,0
不是邀请客人,不是受邀客 要怎么申请 我没开放微粒贷,0
邀请下我的微信号可以吗,微粒怎么才可以邀请我,0
借款发放失败  原申请已撤销什么意思？？,想取消借款订单,0
公司的客服电话是多少？,凌晨会有电话吗？,0
等待电话确认一般要多久,一般审核要多久才能通过？,0
提前还清,怎么加分？,0
为什么说我没有满足要求,Qq怎么没有微粒贷,0
啥开户,开户介绍,0
未通过审核,我为何没有额度啊,0
会不会不安全,你好 显示网络存在不安全因素 怎么处理,0
甲状腺功能亢进症,甲状腺功能亢进症,1
逾期一天有没有影响信用,可是现在都七点半了，还不扣钱呢,0
为啥两笔贷款利率不一样？,今天借款一个星期内还进去要扣多少手续费？,0
他手机怎么没微粒贷,刚才手机不行,0
21岁能开通微粒贷,什么人可以使,0
为什么一直输入密码跟验证码,不知道为什么几分钟才收到验证码？,0
已经在财付通更改手机号码，验证码还是发到原来的手机,手机号码是正确的，就是收不到验证码是什么问题,0
帮我取消微粒贷,没有电话核对可以取消么,0
提前还款后面几个月还有利息吗,每天下午几点还款,0
我的银行卡有钱为什么显示扣款失败？,微粒贷的客服电话是多少？,0
怎么货不了,为没钱,0
可以绑定多张银行卡吗？存过定期的银行卡可以解除绑定吗,请问怎么才能换卡,0
转人工服务,还款日最后一次自动扣款几点,0
为什么我有微粒贷但是说我未满足微众银行的要求,微粒贷属于哪家银行,0
借不了啊？有客服电话吗？,多少钱以内不需要电话确认？,0
何时会可以使用微粒贷借款,借款也是有限度的吧？,0
我什么时候才能成为你们的客户？,为什么我不可以借钱,0
我并没有收到来电,微粒贷是每个月几号更新,0
0.05%是多少,如何借款，怎么计息,0
咋开通微粒贷,可以审请吗 我咋没有,0
你好。为什么有的人手机上没有微粒贷。可以开通吗？,一个身份证可以获两个微粒贷资格吗,0
一般要等几天,显示一直是等待电话确认,0
一次性还清借款怎么还,不可以申请的吗？,0
一直处理不成功，我要怎么办,你好  一般额度多久提升一次啊,0
微信上怎么没有微粒贷,微粒贷申请入口,0
到帐需要多少个工作日,多少时间才能得到贵公司邀请,0
我是工商银行的卡，支持吗,我的账号有资格开通微粒贷吗,0
什么时候可以开始借款,我下次什么时候可以再次借钱,0
开不了户肯定就不一样了,怎么微粒贷开通不了,0
第一次没有接到电话，什么时候在打电话,电话大概什么时候打来,0
3600逾期罚多少,假如晚还了，有滞纳金没？滞纳金是按什么算,0
深静脉血栓,深静脉血栓,1
我借了，但没电话回访,安卓手机没有微利贷吗,0
借几天就还怎么收费,只要借借款2000 周期29天 利息多少,0
不是说3分钟就会电话审核吗,一般电话审核时间,0
为什么借款失败,为什么未满足微众银行的审批,0
你好、请问一下我提前还款还会收取0.05的费用吗？,当月借，当月还清，需扣利息吗,0
借了不分期可以吗,借款多长时间还呢？,0
是不是一定要绑定银行卡才有借款额度？,需要绑定信用卡吗,0
为什么我每天最多只能还4万的金额？,一天最多能申請几笔,0
微信更新版本了也没有微粒贷啊,我什么时候会收到邀请,0
为什么微粒贷我无法贷款,开通微粒贷需要什么条件,0
彩超检查,彩超,1
左下肺磨玻璃结节,左下肺磨玻璃结节,1
1万分期费用多少,5号下午扣款,0
必须充值才能付款吗,如何取现？,0
我现在要借钱可是微信钱包没微粒贷功能啊,不能还信用卡吗？,0
我为什么钱包没有微粒贷？,怎么样才能成为微粒贷用户,0
您好！以后我不再使用微粒贷，可以吗？,重新开通微粒贷客服QQ是多少,0
左股骨头置换,左股骨头置换,1
需要多久才可以贷款,循环借款,0
QQ钱包 我没看见有微粒贷这向服务,快点给资格啊  等了那么久,0
就是说微信钱包里面找不到你们说的借钱丫,你好！请教个问题，微众银行是QQ号或微信号登陆的，那如果QQ号和微信号被盗了，微众银行登不上去怎么办？,0
你电话多少 微信可以贷款了吗,这个电话号码是你们银行不,0
您好，我提前还款可以吗,可以提前还清马上又价款吗？,0
您好，绑定的银行卡因为丢了，我重新补办了,这个是不是直接从绑定银行卡扣钱的,0
为什么没有达到要求,QQ上有,0
开通后没有额度,‍什么时候会有,0
借钱可以提前还款吗,你好，请问提前还款是必须一次性还清全部剩下金额吗？,0
可不可以取消、不贷款了,借款失败，原申请已取消是什么意思,0
我想现在提高额度可以吗,我额度有为什么贷不了,0
18号还款日，18号当天打款算不算逾期,什么时候开通提前还款,0
糖尿病性高渗性高血糖状态昏迷,糖尿病高渗性昏迷,1
我可以取消借贷,如何取消借款,0
你给我红包,微路贷是什么,0
亲需要什么条件才可以,为何我不可以微粒,0
上腹痛,上腹部持续性隐痛不适,1
你好，刚才没有接到贵公司来电,一直在审核中，也没接到电话啊,0
你好，延期一天还款会影响个人信誉纪录吗,今天到期明天还可以吗？,0
今天借的如果今天还怎么记息,为什么提前还款后现在再借款显示综合评估未通过了,0
5如何提前還款,1000元额度5个月期还清,0
偏瘫,偏瘫,1
7500元一个月多少息钱？,一个月连本带息还多少,0
为什么不能手动还款呢,我21日还款，系统没扣，现在手动也不能还款怎么回事,0
皮肤结节,皮肤结节,1
点不进去阿,我急要用钱,0
我能借钱吗,还清，什么时候可以在贷,0
什么时候可以借钱贷款？,什么时候可以成为微粒贷款,0
肛门,肛门部,1
审批不通过,我这么才能让自己达到审批要求,0
我之前的贷款已经还清，现在需要贷款结清证明,今天已经全部还清了。,0
何时会邀请我使用微粒贷 微粒贷还没,开通微粒贷款,0
借款可以用几日就还款吗？,可以分多少期？,0
看不见借款记录,怎样取得额度,0
还款后无法再贷？？？,全部还款以后多久才可以借款？,0
已修改顺序，我怎样主动还款？,如何修改还款顺序,0
我的审批时间,微众银行审批要求是根据什么审批通过的,0
为什么我 手Q很好了没微粒贷,你钱包在哪里打开,0
我的开通不了,我的身份证尾数输入错误几次,0
颈静脉,颈静脉,1
没看到a,等待你们邀请,0
借款几时可以到站,我已经借了一笔，能不能再借……,0
为什么我没有呢？,我一个转账记录五万以上，，都没有开通，，别人没有我那么多都开了,0
三分钟不到账是什么情况,IPhone什么时候可以开通,0
为什么我申请了借钱，不成功？,为什么我的还有额度却借不出来了,0
什么要求,QQ上有微粒贷吗,0
胆管炎,胆管炎,1
你好 如果一共借2万 用几天 提前还款 利息是不是就算这几天的？,不可以提前还一期的吗，只能提前全部还清吗,0
比如我今天借了一万分10个月！结果我五个月的时候有能力还清！那么利息还是收取十个月的吗？,亲，利息什么时候支付呢,0
……我想问下多久能到,2016微粒贷什么时候开通,0
1.看不到微粒贷图,在不在，为什么我的朋友没有借款这个功能,0
今天还款失败,为何余额充足且状态正常情况下，全清单笔借款，却提示还款失败？,0
多久可以下,多久可以提,0
我想问下我已经贷款未了5000还有2000没还。剩下的还了还可以贷嘛？,明天还。现在卡里没钱别扣了,0
我借几天,请问借款按日计算对吧,0
为何现在还没到账哦 请再次电我谢谢 刚没听到电话抱歉,问题没得到解决,0
借款能分期还吗,一定是分期还款吗,0
你好，我按时还款了，可是为什么不能借款了呢？,主动还款是要把全部还清，还是还当月的,0
你好可以开通微粒贷吗,当天申请较晚 通常是几点,0
取消现在的借款申请,借款如何取消,0
qq上的微粒贷怎么提升额度,2000块钱的利息多少,0
你发个红包,我微信怎么没有微粒贷,0
取消现在的借款申请,可以申請退遲還款嗎？,0
请问安全正规吧,个人信息不符,0
不能申请贷款吗,卡片激活,0
‍我‍想‍要‍微粒贷,为什么不满足借贷,0
借钱到账那里的,我想了解借款要哪些手续,0
用了几天算几天的利息吗,你好，我刚刚借了4W，过几天就还，需要多少手续费？,0
取消叽借款,借款还没成功时怎么取消,0
揭榜银行卡,充值完可以提现出来吗？,0
已还款，怎么还不能借。,现在不能还款吗,0
在哪里打开钱包？,我怎么进不了微粒袋呢？,0
开通借款怎么,R如何开通,0
个人信用如何评估,怎么样知道通过了,0
开通3000额度要多少钱,一般能借多少,0
一次逾期对以后贷款有影响没,下个月一起还可以吗,0
一般多久才有审核电话,一般几天能通过电话核实,0
你会尽快放款给我,星期六日申请可以到账吗,0
请问在微众银行app里面有微粒贷吗？还是只有微信钱包里面有？,微众银行app版本是？,0
为什么借款之后前期还款多？不是日息嘛？,第一次申请失败了  就不能申请了吗？,0
贷出来的可以提到银行卡吗,没有借款功能,0
我想停用微粒贷,怎么样取消这个界面,0
什么是加分了,怎么我手机上没有？,0
早上打电话没接到 什么时候会再打啊,没接到电话,0
开通了微粒贷，为什么没有额度,/调皮我可以有额度吗,0
建行可用吗,农商银行支持不,0
怎么样才能够把额度调高,有额度但申请不了,0
我从哪下载呀,微信微米粒怎么下载吧,0
qq上如何更改银行卡号,以前绑定银行卡丢了，换卡怎么办,0
坎地沙坦,坎地沙坦,1
借钱去那里找,钱包进去点银行卡。没有借钱标志,0
请问违约金是什么,怎么知道借款资金用途,0
到哪里看图标,下午5点怎么没扣钱,0
什么时侯到帳？,亲 我明天申请 这个钱明天能到账吗？,0
我的还款明细,查询明细时，怎么样显示每笔明细后的余额,0
我是要关闭借钱，不需要。小孩子用了没钱还的,申请借款后没有收到任何消息是什么意思,0
右手食指,右手食指,1
黄疸型肝炎,黄疸性肝炎,1
1000块钱   还20个月   最后我要还多少钱,多会还款,0
我剩下两期，可以提前全还吗,提前还清，有没有影响,0
开始不知道可以有二十个月还钱的，现在能改成二十个月还的吗？,你好，网上银行还款顺序已改，看能否扣款,0
我去年11月份申请的微粒贷已还清，能不能开个结清证明给我？不然我买房贷款有问题的。,我借了一千，十天后我一次性还清要还多少钱,0
抢iphone7手机靠谱吗,iphone活动是,0
为什么审核不过关,审核哪些东西？,0
免违约金是什么,什么是违约金,0
什么银行不能还款？,不能用手工还款 望解决 谢谢,0
不可以提前先还一个月的吗,不能提前全额还款？,0
食欲缺乏,饮食欠佳,1
肝性腹水,肝性腹水,1
我提前还款之后，是不是之后任意时间可以重新借款呢,我提前还款了为啥到了那个日期还要还一百多,0
如果晚三天还款，怎么收逾期,因为个人原因 还款时间可能会逾期一天 联系电话,0
我的钱包银行卡最下端没有微粒贷借款,我手机绑定了农行和建行，当时借钱时是农行，现在建行卡丢失了了，我转钱到徽信上两次，收钱的都是建行帐户，农业银行收不到，还不到款咋办,0
如何调整还款日期,到了还款日期，银行卡上没钱，可以延长一天时间吗,0
还是改不了“齐鲁稳固21”的到期后安排,请问齐鲁稳固21天理财下一期哪天开始计息？,0
现在还款要怎么操作,能用其他方式还吗？,0
到期还款日一定是在当日凌晨吗？,如果我今天借款10000～账单日几号～还款日几号～每月利息多少,0
银行卡绑定错误,请问借钱后钱到绑定的银行卡吗,0
一次全部取现，可以吗,但是我的钱包里面没看到这个功能呢,0
便常规,便常规,1
借款不得用于哪里？,借款可以用于发红包吗,0
微信钱包里没有微粒贷，怎样申请？,开通怎么办,0
借款是否能用于还蚂蚁花呗,借款可用于买房吗,0
如何查询到帐记录,10个月一共还多少,0
QQ钱包內没找到,去年六月份我手机QQ钱包收到开通微粒贷邀请了，为什么现在没有了,0
你好，今天还款日，我银行卡里面有足够金额，但为什么还款不成功？那我需要怎么做？,不能从零钱里面之间还款嘛？,0
三天没有收到确认电话,下午一点左右申请的，大概多久电话确认,0
尿频,小便频繁,1
4月3日扣款成功的钱怎么额度没恢复呢,上次借款 分六期 这次还能在借款么,0
如何一个月还清,在额度内，是否随借随还,0
QQ上有邀请,优惠券怎样才有,0
没有这应用,己经存入钱了呀，怎么沒扣呢,0
以前那个手机号换了怎么办,我银行卡是手机老号码，现在换了号码，验证码发到老手机号码去,0
不是有免息优惠劵嘛,七天免息期优惠券,0
下周还有齐鲁吗？,1.7日到期的齐鲁稳固21的利息为何还没到账？,0
电话无信号,要多久才知道审批是否通过,0
把每个月的账单发给我,每月会发帐单过来吗？,0
你好，原先绑定的银行卡丢失，重新补的卡怎么绑定,原先绑定的银行卡掉了 在吗,0
在哪里抢苹果7,那个抢购活动,0
支持苹果手机吗,手机号码对，收不到。,0
6点后申请什么时候来电话,一直等待电话确认已经三天了,0
未满足审核要求是什么原因,审核的时间,0
三星手机可以微粒贷款嘛,不好意思我手机没开声音,0
大便异常，其他的,呈黄色稀水样液体,1
原来绑定的银行卡丢了，,是不是有绑定银行卡到财付通就可以申请,0
19号几点开始扣款,扣款未成功  什么时候再扣,0
给我微粒贷电话,我的微粒贷通过了，怎么收不款？,0
开通w,开通之后无法借钱,0
不是23日零点自动从银行卡内扣除，怎么到现在还没扣呢,为何无法换卡,0
我总共借款三笔，还款日期是什么时间,我还款日是8日，凌晨0点扣款，但我是8日8点存钱进去的，扣款未能成功，怎么办？,0
是不是不能直接取现消费的阿,你好   现在存1684元明天还  后天取钱行吗,0
腹股沟疝气,腹股沟疝气,1
取消微粒借贷,一般什么时候会有电话通知,0
我这个算不算预期,我借￥2500按照日利率0.05%来计算每天日利率是1.25元x30天=37.50元，那么第一期还款应该是287.50元，怎么是￥297.50呢？,0
一万分3个人还的利息是多少,借款不用拿利息吗,0
你好，我要开通微粒贷,你好，假如贷款100000我每年得还多少呢,0
我白天发现我有微粒贷，可晚上来弄就消失呢。,我微粒贷绑定得农行卡丢失。我现在办的新卡。,0
更换银行卡,我想重新绑定银行卡,0
逾期一天会黑名单吗？,晚还款,0
如果是本人银行卡还未绑定能通过吗,绑定银行卡就可以贷款吗,0
为什么审批没有通过,为满足审批要求,0
借2500每日要还多少,怎么计算利息,0
1000元，十个月还清多少利息,当日借款当日还清有没有利息,0
开通 限时福利,、怎样才能审请呢,0
个人贷有条件,代款怎么没回,0
现在还有领取优惠券的活动吗？,领取免息券,0
为什么会申请不成功,但是现在借款没有电话打来审核 直接就失败了,0
到期不能按时还款怎么办,剩余欠款还有多少？,0
我的打开没有借钱那个功能啊,借款用途,0
您好，借款还清以后，贵司能否提供还款证明？,你好，我想查询我的结清证明寄出来了吗？,0
一次不可以还款吗,下个月还多少怎么看,0
微粒贷的罚金,50%是多少，给算算 逾期罚息50%是多少，假入229本月没还，一天罚多少呢,0
借钱2000利息是多少一天,借款 额度,0
如果一次全部还清，还可以再借出来吗？,如果今天借钱后，明天全部还了，是不是免收违约金啊？,0
日常消费是指什么,咋没额度啊？支付宝借呗去年都给俺10000额度,0
没信用卡可以吗,我想换卡绑定，能不能先把钱还清，然后换卡申请？,0
今天凌晨扣款不成功,假如17点前依然自动扣款失败呢？,0
一万分3个人还的利息是多少,优质用户的贷款利率会适当调整低点吗,0
我能不能推迟几天还款呢,延迟一天还款,0
解绑银行卡,更换银行卡,0
9000本金 借30天的最后还款金额是多少？,借1000块。一个月多少利息,0
可以借多次吗,过多久才能再借,0
